"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
micro_isolates_18,microbiology_results,,radio,"<div class=""rich-text-field-label""><p>Isolates Identified?</p> <p><span style=""font-weight: normal;"">(pathogens only)</span></p></div>","1, Yes|2, No|3, Unknown",,,,,,"[micro_test_18] = '1' or [micro_test_18] = '2' or [micro_test_18] = '3' or [micro_test_18] = '4' or [micro_test_18] = '5' or [micro_test_18] = '6'",,,,,,
isolate_identified_18,microbiology_results,,checkbox,"Isolate Name","1, Aspergillus|2, Streptococcus Agalactiae|3, Candida|4, Achromobacter Xylosoxidans|5, Bacteroides|6, Bacteroides fragilis|7, Bacteroides ovatus|8, Bacteroides uniformis|9, Burholderia cepacia|10, Citrobacter freundii complex|11, Citrobacter koseri|12, Clostridium perfringens|13, Eggerthella lenta|14, Enterobacter aerogenes|15, Enterobacter cloacae|16, Enterococcus faecalis|17, Enterococcus faecium|18, Escherichia coli|19, Haemophilus influenzae|20, Haemophilus parainfluenzae|21, Klebsiella oxytoca|22, Klebsiella pneumoniae|23, Morganella morganii|24, Peptostreptococcus anaerobius|25, Proteus mirabilis|26, Pseudomonas aeruginosa|27, Serratia marcescens|28, Staphylcoccus aureus|29, Streptococcus anginosus|30, Streptococcus pneumoniae|31, Streptococcus salivarius group|32, Stenotrophomonas maltophilia|33, Acinetobacter|34, Aspergillus niger|35, Bacillus|36, Candida albicans|37, Candida glabrata|38, Candida tropicalis|39, Coagulase negative staphylcoccus|40, Corynebacterium|41, Enterococcus|42, Gram positive coccus|43, Klebsiella|44, Legionella pneumoniae|45, MRSA|46, MSSA|47, Moraxella catarrhalis|48, Mycobacterium tuberculosis|49, Pneumocytis jirovecii|50, Pseudomonas|51, Pseudomonas fluorescens|52, Staphylcoccus|53, Staphylococcus capitis|54, Staphylococcus epidermidis|55, Staphylococcus hominis|56, Streptococcus|57, Streptococcus beta-hemolytic|58, Streptococcus pyogenes|59, Streptococcus viridans|60, Yeast|61, Other",,,,,,"[micro_isolates_18] = '1'",,,,,,
micro_other_18,microbiology_results,,text,"If other, please specify",,,,,,,"[isolate_identified_18(61)] = '1'",,,,,,
pn_result_18,microbiology_results,,radio,"Pneumococcal result","1, Not tested/no result|2, Non-typable|3, Serotype obtained",,,,,,"[isolate_identified_18(30)] = 1",,,,,,
pn_st_18,microbiology_results,,text,Serotype,,,,,,,"[pn_result_18] = 3",,,,,,
micro_lab_18,microbiology_results,,radio,"Sent to Central Lab","1, Yes|2, No|3, Unknown",,,,,,"[micro_test_18] < 6 and [isolate_identified_18(30)] = '1'",,,,,,
pen_susceptibility_18,microbiology_results,,checkbox,"Penicillin Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_18] = 2 or [pn_result_18] = 3",,,,,,
septrin_susceptibility_18,microbiology_results,,checkbox,"Co-trimoxazole (Trimethorpim/Sulfamethoxazole) Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_18] = 2 or [pn_result_18] = 3",,,,,,
doxy_susceptibility_18,microbiology_results,,checkbox,"Doxycycline Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_18] = 2 or [pn_result_18] = 3",,,,,,
levoflox_suscept_18,microbiology_results,,checkbox,"Levofloxacin Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_18] = 2 or [pn_result_18] = 3",,,,,,
cef_susceptibility_18,microbiology_results,,checkbox,"Ceftriaxone Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_18] = 2 or [pn_result_18] = 3",,,,,,
pn_uat_result_18,microbiology_results,,radio,"Pneumococcal urinary antigen test result (BinaxNOW)","1, Negative|2, Positive",,,,,,"[micro_test_18] = '7'",y,,,,,
lg_uat_result_18,microbiology_results,,radio,"Legionella urinary antigen test result","1, Negative|2, Positive",,,,,,"[micro_test_18] = '8'",y,,,,,
micro_final_report_18,microbiology_results,,yesno,"Is this the final report?",,,,,,,"[micro_test_18] = '1' or [micro_test_18] = '2' or [micro_test_18] = '3' or [micro_test_18] = '4' or [micro_test_18] = '5' or [micro_test_18] = '6'",y,,,,,
micro_report_header_18,microbiology_results,,descriptive,"<div class=""red"";><i><span style=""font-weight:normal;font-color:red;font-size:112%"">If final report has not been received, mark form as unverified and amend entries if necessary, once the final report is received. ",,,,,,,"[micro_final_report_18] = '0'",,,,,,
microtest_done_19,microbiology_results,,yesno,"Add another?",,,,,,,[microtest_done_18]=1,,RH,,,,
microday_19,microbiology_results,,text,"Days from admission to Micro Test 19",,,,,,,[microtest_done_19]=1,,,,,,
micro_test_19,microbiology_results,,radio,"Microbiology Test Type","1, Blood culture|2, Sputum|3, Respiratory swab|4, Pleural fluid|5, Bronchoalveolar lavage|6, Tracheal Aspirate|7, Urinary antigen  - pneumococcus|8, Urinary antigen - legionella",,,,,,[microtest_done_19]=1,y,,,,,
micro_isolates_19,microbiology_results,,radio,"<div class=""rich-text-field-label""><p>Isolates Identified?</p> <p><span style=""font-weight: normal;"">(pathogens only)</span></p></div>","1, Yes|2, No|3, Unknown",,,,,,"[micro_test_19] = '1' or [micro_test_19] = '2' or [micro_test_19] = '3' or [micro_test_19] = '4' or [micro_test_19] = '5' or [micro_test_19] = '6'",,,,,,
isolate_identified_19,microbiology_results,,checkbox,"Isolate Name","1, Aspergillus|2, Streptococcus Agalactiae|3, Candida|4, Achromobacter Xylosoxidans|5, Bacteroides|6, Bacteroides fragilis|7, Bacteroides ovatus|8, Bacteroides uniformis|9, Burholderia cepacia|10, Citrobacter freundii complex|11, Citrobacter koseri|12, Clostridium perfringens|13, Eggerthella lenta|14, Enterobacter aerogenes|15, Enterobacter cloacae|16, Enterococcus faecalis|17, Enterococcus faecium|18, Escherichia coli|19, Haemophilus influenzae|20, Haemophilus parainfluenzae|21, Klebsiella oxytoca|22, Klebsiella pneumoniae|23, Morganella morganii|24, Peptostreptococcus anaerobius|25, Proteus mirabilis|26, Pseudomonas aeruginosa|27, Serratia marcescens|28, Staphylcoccus aureus|29, Streptococcus anginosus|30, Streptococcus pneumoniae|31, Streptococcus salivarius group|32, Stenotrophomonas maltophilia|33, Acinetobacter|34, Aspergillus niger|35, Bacillus|36, Candida albicans|37, Candida glabrata|38, Candida tropicalis|39, Coagulase negative staphylcoccus|40, Corynebacterium|41, Enterococcus|42, Gram positive coccus|43, Klebsiella|44, Legionella pneumoniae|45, MRSA|46, MSSA|47, Moraxella catarrhalis|48, Mycobacterium tuberculosis|49, Pneumocytis jirovecii|50, Pseudomonas|51, Pseudomonas fluorescens|52, Staphylcoccus|53, Staphylococcus capitis|54, Staphylococcus epidermidis|55, Staphylococcus hominis|56, Streptococcus|57, Streptococcus beta-hemolytic|58, Streptococcus pyogenes|59, Streptococcus viridans|60, Yeast|61, Other",,,,,,"[micro_isolates_19] = '1'",,,,,,
micro_other_19,microbiology_results,,text,"If other, please specify",,,,,,,"[isolate_identified_19(61)] = '1'",,,,,,
pn_result_19,microbiology_results,,radio,"Pneumococcal result","1, Not tested/no result|2, Non-typable|3, Serotype obtained",,,,,,"[isolate_identified_19(30)] = 1",,,,,,
pn_st_19,microbiology_results,,text,Serotype,,,,,,,"[pn_result_19] = 3",,,,,,
micro_lab_19,microbiology_results,,radio,"Sent to Central Lab","1, Yes|2, No|3, Unknown",,,,,,"[micro_test_19] < 6 and [isolate_identified_19(30)] = '1'",,,,,,
pen_susceptibility_19,microbiology_results,,checkbox,"Penicillin Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_19] = 2 or [pn_result_19] = 3",,,,,,
septrin_susceptibility_19,microbiology_results,,checkbox,"Co-trimoxazole (Trimethorpim/Sulfamethoxazole) Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_19] = 2 or [pn_result_19] = 3",,,,,,
doxy_susceptibility_19,microbiology_results,,checkbox,"Doxycycline Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_19] = 2 or [pn_result_19] = 3",,,,,,
levoflox_suscept_19,microbiology_results,,checkbox,"Levofloxacin Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_19] = 2 or [pn_result_19] = 3",,,,,,
cef_susceptibility_19,microbiology_results,,checkbox,"Ceftriaxone Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_19] = 2 or [pn_result_19] = 3",,,,,,
pn_uat_result_19,microbiology_results,,radio,"Pneumococcal urinary antigen test result (BinaxNOW)","1, Negative|2, Positive",,,,,,"[micro_test_19] = '7'",y,,,,,
lg_uat_result_19,microbiology_results,,radio,"Legionella urinary antigen test result","1, Negative|2, Positive",,,,,,"[micro_test_19] = '8'",y,,,,,
micro_final_report_19,microbiology_results,,yesno,"Is this the final report?",,,,,,,"[micro_test_19] = '1' or [micro_test_19] = '2' or [micro_test_19] = '3' or [micro_test_19] = '4' or [micro_test_19] = '5' or [micro_test_19] = '6'",y,,,,,
micro_report_header_19,microbiology_results,,descriptive,"<div class=""red"";><i><span style=""font-weight:normal;font-color:red;font-size:112%"">If final report has not been received, mark form as unverified and amend entries if necessary, once the final report is received. ",,,,,,,"[micro_final_report_19] = '0'",,,,,,
microtest_done_25,microbiology_results,,yesno,"Add another?",,,,,,,[microtest_done_19]=1,,RH,,,,
microday_25,microbiology_results,,text,"Days from admission to Micro Test 25",,,,,,,[microtest_done_25]=1,,,,,,
micro_test_25,microbiology_results,,radio,"Microbiology Test Type","1, Blood culture|2, Sputum|3, Respiratory swab|4, Pleural fluid|5, Bronchoalveolar lavage|6, Tracheal Aspirate|7, Urinary antigen  - pneumococcus|8, Urinary antigen - legionella",,,,,,[microtest_done_25]=1,y,,,,,
micro_isolates_25,microbiology_results,,radio,"<div class=""rich-text-field-label""><p>Isolates Identified?</p> <p><span style=""font-weight: normal;"">(pathogens only)</span></p></div>","1, Yes|2, No|3, Unknown",,,,,,"[micro_test_25] = '1' or [micro_test_25] = '2' or [micro_test_25] = '3' or [micro_test_25] = '4' or [micro_test_25] = '5' or [micro_test_25] = '6'",,,,,,
isolate_identified_25,microbiology_results,,checkbox,"Isolate Name","1, Aspergillus|2, Streptococcus Agalactiae|3, Candida|4, Achromobacter Xylosoxidans|5, Bacteroides|6, Bacteroides fragilis|7, Bacteroides ovatus|8, Bacteroides uniformis|9, Burholderia cepacia|10, Citrobacter freundii complex|11, Citrobacter koseri|12, Clostridium perfringens|13, Eggerthella lenta|14, Enterobacter aerogenes|15, Enterobacter cloacae|16, Enterococcus faecalis|17, Enterococcus faecium|18, Escherichia coli|19, Haemophilus influenzae|20, Haemophilus parainfluenzae|21, Klebsiella oxytoca|22, Klebsiella pneumoniae|23, Morganella morganii|24, Peptostreptococcus anaerobius|25, Proteus mirabilis|26, Pseudomonas aeruginosa|27, Serratia marcescens|28, Staphylcoccus aureus|29, Streptococcus anginosus|30, Streptococcus pneumoniae|31, Streptococcus salivarius group|32, Stenotrophomonas maltophilia|33, Acinetobacter|34, Aspergillus niger|35, Bacillus|36, Candida albicans|37, Candida glabrata|38, Candida tropicalis|39, Coagulase negative staphylcoccus|40, Corynebacterium|41, Enterococcus|42, Gram positive coccus|43, Klebsiella|44, Legionella pneumoniae|45, MRSA|46, MSSA|47, Moraxella catarrhalis|48, Mycobacterium tuberculosis|49, Pneumocytis jirovecii|50, Pseudomonas|51, Pseudomonas fluorescens|52, Staphylcoccus|53, Staphylococcus capitis|54, Staphylococcus epidermidis|55, Staphylococcus hominis|56, Streptococcus|57, Streptococcus beta-hemolytic|58, Streptococcus pyogenes|59, Streptococcus viridans|60, Yeast|61, Other",,,,,,"[micro_isolates_25] = '1'",,,,,,
micro_other_25,microbiology_results,,text,"If other, please specify",,,,,,,"[isolate_identified_25(61)] = '1'",,,,,,
pn_result_25,microbiology_results,,radio,"Pneumococcal result","1, Not tested/no result|2, Non-typable|3, Serotype obtained",,,,,,"[isolate_identified_25(30)] = 1",,,,,,
pn_st_25,microbiology_results,,text,Serotype,,,,,,,"[pn_result_25] = 3",,,,,,
micro_lab_25,microbiology_results,,radio,"Sent to Central Lab","1, Yes|2, No|3, Unknown",,,,,,"[micro_test_25] < 6 and [isolate_identified_25(30)] = '1'",,,,,,
pen_susceptibility_25,microbiology_results,,checkbox,"Penicillin Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_25] = 2 or [pn_result_25] = 3",,,,,,
septrin_susceptibility_25,microbiology_results,,checkbox,"Co-trimoxazole (Trimethorpim/Sulfamethoxazole) Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_25] = 2 or [pn_result_25] = 3",,,,,,
doxy_susceptibility_25,microbiology_results,,checkbox,"Doxycycline Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_25] = 2 or [pn_result_25] = 3",,,,,,
levoflox_suscept_25,microbiology_results,,checkbox,"Levofloxacin Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_25] = 2 or [pn_result_25] = 3",,,,,,
cef_susceptibility_25,microbiology_results,,checkbox,"Ceftriaxone Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_25] = 2 or [pn_result_25] = 3",,,,,,
pn_uat_result_25,microbiology_results,,radio,"Pneumococcal urinary antigen test result (BinaxNOW)","1, Negative|2, Positive",,,,,,"[micro_test_25] = '7'",y,,,,,
lg_uat_result_25,microbiology_results,,radio,"Legionella urinary antigen test result","1, Negative|2, Positive",,,,,,"[micro_test_25] = '8'",y,,,,,
micro_final_report_25,microbiology_results,,yesno,"Is this the final report?",,,,,,,"[micro_test_25] = '1' or [micro_test_25] = '2' or [micro_test_25] = '3' or [micro_test_25] = '4' or [micro_test_25] = '5' or [micro_test_25] = '6'",y,,,,,
micro_report_header_25,microbiology_results,,descriptive,"<div class=""red"";><i><span style=""font-weight:normal;font-color:red;font-size:112%"">If final report has not been received, mark form as unverified and amend entries if necessary, once the final report is received. ",,,,,,,"[micro_final_report_25] = '0'",,,,,,
warning_declined11,virology_results,,descriptive,"<div class=""yellow"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">Participant has declined consent to the study. Do not collect any further data.</span></div>",,,,,,,"[consented]= '2' OR [ppc]= '2'",,,,,,
warning_withdrawal7,virology_results,,descriptive,"<div class=""yellow"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">Participant has withdrawn from the study. Do not collect any further data.</span></div>",,,,,,,"[withdrawal_aspect] = '1' OR [withdrawal_aspect] = '2'",,,,,,
warning_no_further_data3,virology_results,,descriptive,"<div class=""yellow"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">Participant does not want any further data to be collected.</span></div>",,,,,,,"[withdrawal_aspect] ='3'",,,,,,
virologydetails,virology_results,"<div class=""rich-text-field-label""><h2>Virology Results</h2></div>",descriptive,"<div class=""blue"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">Admission date: [admission_date], </span><span style=""font-weight: normal; font-color: blue; font-size: 140%;"">NHS number: [nhs_number], </span><span style=""font-weight: normal; font-color: blue; font-size: 140%;"">Patient Name: [name]</span></div>",,,,,,,,,,,,,
viral_testing_performed_1,virology_results,,yesno,"Viral testing performed",,,,,,,,y,,,,,
viroldays_1,virology_results,,text,"Days until Virology Test 1",,,,,,,"[viral_testing_performed_1] = '1'",,,,,,
specimen_type_1,virology_results,,radio,"Specimen Type","1, Sputum | 2, Saliva | 3, Bronchoalveolar lavage (BAL) | 4, Pleural Fluid | 5, Swabbed material | 6, Blood",,,,,,"[viral_testing_performed_1] = 1",y,,,,,
virus_isolated_1,virology_results,,yesno,"Was a virus isolated or identified? ",,,,,,,"[viral_testing_performed_1] = 1",y,,,,,
test_type_1,virology_results,,radio,"Test Type","1, PCR - COVID only | 2, PCR - Respiratory panel | 5, PCR Respiratory (Biofire) | 3, Viral Culture | 4, Lateral Flow - COVID only | 6, POCT Test (Abbott)",,,,,,"[viral_testing_performed_1] = 1",y,,,,,
virus_pathogen_1,virology_results,,checkbox,"Virus Pathogen Identified","4, Adenovirus | 13, Coronavirus 229E | 14, Coronavirus HKU1 | 15, Coronavirus NL63 | 16, Coronavirus OC43 | 17, Middle East Respiratory Syndrome (MERS) | 11, Covid-19 | 5, Human Metapneumovirus | 6, Human Rhinovirus/ Enterovirus | 1, Influenza A | 2, Influenza B | 7, Parainfluenza Type 1 | 8, Parainfluenza Type 2 | 9, Parainfluenza Type 3 | 10, Parainfluenza Type 4 | 3, RSV | 18, Bordetella parapertussis (IS1001) | 19, Bordetella pertussis (ptxP) | 20, Chlamydia pneumoniae | 21, Mycoplasma pneumoniae | 12, Other",,,,,,"[virus_isolated_1] = '1'",y,,,,,
viral_other_1,virology_results,,text,"If other, please specify:",,,alpha_only,,,,"[virus_isolated_1]=1 and [virus_pathogen_1(12)] = '1'",y,,,,,
virol_patient_lab_1,virology_results,,radio,"Is this report from the laboratory or patient?","1, Laboratory confirmed report (i.e. on ICE or Open Net)|2, Patient reported (e.g. COVID-19 community testing)",,,,,,"[viral_testing_performed_1] = '1' and [virus_pathogen_1(11)] = '1'",y,,,,,
viral_testing_performed_2,virology_results,,yesno,"Add another?",,,,,,,"[viral_testing_performed_1] = 1",,RH,,,,
viroldays_2,virology_results,,text,"Days until Virology Test 2",,,,,,,"[viral_testing_performed_2] = '1'",,,,,,
specimen_type_2,virology_results,,radio,"Specimen Type","1, Sputum | 2, Saliva | 3, Bronchoalveolar lavage (BAL) | 4, Pleural Fluid | 5, Swabbed material | 6, Blood",,,,,,"[viral_testing_performed_2] = 1",y,,,,,
virus_isolated_2,virology_results,,yesno,"Was a virus isolated or identified? ",,,,,,,"[viral_testing_performed_2] = 1",y,,,,,
test_type_2,virology_results,,radio,"Test Type","1, PCR - COVID only | 2, PCR - Respiratory panel | 5, PCR Respiratory (Biofire) | 3, Viral Culture | 4, Lateral Flow - COVID only | 6, POCT Test (Abbott)",,,,,,"[viral_testing_performed_2] = 1",y,,,,,
virus_pathogen_2,virology_results,,checkbox,"Virus Pathogen Identified","4, Adenovirus | 13, Coronavirus 229E | 14, Coronavirus HKU1 | 15, Coronavirus NL63 | 16, Coronavirus OC43 | 17, Middle East Respiratory Syndrome (MERS) | 11, Covid-19 | 5, Human Metapneumovirus | 6, Human Rhinovirus/ Enterovirus | 1, Influenza A | 2, Influenza B | 7, Parainfluenza Type 1 | 8, Parainfluenza Type 2 | 9, Parainfluenza Type 3 | 10, Parainfluenza Type 4 | 3, RSV | 18, Bordetella parapertussis (IS1001) | 19, Bordetella pertussis (ptxP) | 20, Chlamydia pneumoniae | 21, Mycoplasma pneumoniae | 12, Other",,,,,,"[virus_isolated_2] = '1'",y,,,,,
